Time,ox_n2_p,ox_tank_p,ox_ereg_angle,ox_feedforward,ox_proportional_term,ox_kp,fuel_n2_p,fuel_tank_p,fuel_ereg_angle,fuel_feedforward,fuel_proportional_term,fuel_kp,chamber_p,ox_inj_p,fuel_inj_p,fuel_inj_T,fuel_vdot,impulse_integral,ox_main_angle,fuel_main_angle,thrust,n2_fill_p
-2.9117900390624527,178.66978874038836,44.89740672424985,0.0,23.08905029296875,5.557213397880786e-40,15.0,179.06870470719915,45.47063951005545,950.0,115.93602752685548,5.557213397880786e-40,15.0,1.0852428674697876,1.0288633108139038,1.0210095643997192,30.6953125,0.0,0.0,0.0,0.0,-51.67926197424174,216.5432686676712
-2.7115244140625236,178.63783442088146,44.86081338223575,0.0,23.08905029296875,5.557213397880786e-40,15.0,179.1035763103703,45.46544063881184,950.0,115.93602752685548,0.04390088839892533,15.0,1.075582504272461,1.0278629064559937,1.0290573835372925,30.6796875,0.0,0.0,0.0,0.0,-42.6982676834744,216.54562677744372
-2.5091459960937073,178.68095301243744,44.844037919580636,0.0,23.08905029296875,5.557213397880786e-40,15.0,179.08027373787837,45.47028438147436,950.0,115.93602752685548,1.5319918188660904,15.0,1.1079678535461426,1.0774637460708618,1.0573368072509766,30.515625,0.0,0.0,0.0,0.0,-48.990294553114566,216.56302145598906
-2.309560302734326,178.6999616898105,44.823841042817634,0.0,23.08905029296875,5.557213397880786e-40,15.0,179.07022949088955,45.46095692841683,950.0,115.93602752685548,5.557213397880786e-40,15.0,1.1080275774002075,1.0728799104690552,1.0716854333877563,30.5859375,0.0,0.0,0.0,0.0,-58.98572029289107,216.53866525629624
-2.1094975585937163,178.67319851396508,44.795139861319505,0.0,23.08905029296875,5.557213397880786e-40,15.0,179.04652177002484,45.453401630470786,950.0,115.93602752685548,5.557213397880786e-40,15.0,1.079628825187683,1.05139422416687,1.0298188924789429,30.5859375,0.0,0.0,0.0,0.0,-49.24737348357044,216.62138799884568
-1.909219726562469,178.65284725508118,44.772993984036994,0.0,23.08905029296875,5.557213397880786e-40,15.0,179.056092657633,45.45467184204222,950.0,115.93602752685548,5.557213397880786e-40,15.0,1.0962917804718018,1.0655338764190674,1.0583072900772097,30.6484375,0.0,0.0,0.0,0.0,-43.24395820018192,216.64346014286014
-1.7066723632812,178.62176249708074,44.74922841555653,0.0,23.08905029296875,5.557213397880786e-40,15.0,179.07556256445716,45.45419862148664,950.0,115.93602752685548,5.557213397880786e-40,15.0,1.093230962753296,1.0752241611480713,1.0557540655136108,30.5859375,0.0,0.0,0.0,0.0,-51.47715641649586,216.6412863372247
-1.5063671875000182,178.57481437618253,44.72267512560299,0.0,23.08905029296875,5.557213397880786e-40,15.0,178.9946533217987,45.4331117439771,950.0,115.93602752685548,5.557213397880786e-40,15.0,1.0915138721466064,1.07417893409729,1.0489306449890137,30.578125,0.0,0.0,0.0,0.0,-52.97003037839348,216.65379872528294
-1.3063132324218714,178.58540773484015,44.703321608116376,0.0,23.08905029296875,5.557213397880786e-40,15.0,178.97180514825322,45.43630354408366,950.0,115.93602752685548,5.557213397880786e-40,15.0,1.109460949897766,1.079315185546875,1.058620810508728,30.71875,0.0,0.0,0.0,0.0,-53.82607170593766,216.69366459738515
-1.1047236328124654,178.589536581092,44.6800032554753,0.0,23.08905029296875,5.557213397880786e-40,15.0,178.94826009624535,45.43471755145911,950.0,115.93602752685548,5.557213397880786e-40,15.0,1.1117603778839111,1.0683708190917969,1.0469298362731934,30.625,0.0,0.0,0.0,0.0,-52.53326662079975,216.7257141658565
-0.9042578124999636,178.57561396699285,44.650292031404845,0.0,23.08905029296875,5.557213397880786e-40,15.0,178.98795935356745,45.421188183674666,950.0,115.93602752685548,5.557213397880786e-40,15.0,1.109580397605896,1.0805096626281738,1.0583072900772097,30.671875,0.0,0.0,0.0,0.0,-56.461042232669726,216.67653828668801
-0.7028718261718723,178.56190125600864,44.632536742001065,0.0,23.08905029296875,5.557213397880786e-40,15.0,178.88016269081567,45.40601798572348,950.0,115.93602752685548,5.557213397880786e-40,15.0,1.1092966794967651,1.059247970581055,1.0410171747207642,30.578125,0.0,0.0,0.0,0.0,-54.00259698719687,216.6666637541313
-0.5005388183593595,178.55558497065115,44.615834794037,0.0,23.08905029296875,5.557213397880786e-40,15.0,178.88224850983997,45.393178805151585,950.0,115.93602752685548,5.557213397880786e-40,15.0,1.0765529870986938,1.021188735961914,1.0209946632385254,30.5859375,0.0,0.0,0.0,0.0,-40.47664307033402,216.65194250834168
-0.30238281250001364,178.55914276163531,44.59941498901742,0.0,23.08905029296875,5.557213397880786e-40,15.0,178.8355732311255,45.388643369286854,950.0,115.93602752685548,5.557213397880786e-40,15.0,1.1159559488296509,1.0603678226470947,1.0575906038284302,30.5625,0.0,0.0,0.0,0.0,-38.51532346677102,216.67876473543564
-0.10159057617181588,178.5453621021683,44.573980960634344,0.0,23.08905029296875,5.557213397880786e-40,15.0,178.85979262232004,45.38331359999231,950.0,115.93602752685548,5.557213397880786e-40,15.0,1.1151944398880005,1.0540220737457275,1.049527883529663,30.46875,0.0,0.0,0.0,0.0,-41.09128281829514,216.70193438861713
0.09924511718747908,178.53087899654162,44.54994985348097,0.0,23.08905029296875,5.557213397880786e-40,15.0,178.96267903664065,45.405006786913134,950.0,115.93602752685548,5.557213397880786e-40,15.0,1.0881394147872925,1.0267878770828247,1.0389865636825562,30.5859375,0.0392281897366046,0.0,0.0,0.0,-41.507170627197034,216.70299866549968
0.30166235351566684,178.5176853137485,44.52891603913643,0.0,23.08905029296875,5.557213397880786e-40,15.0,178.96066059701985,45.409570730851534,950.0,115.8866263793979,5.557213397880786e-40,14.398073890850036,1.0641005039215088,1.027624011039734,1.0301175117492676,30.53125,0.0,0.0,0.0,0.0,-66.50881616809562,216.73918402208855
